filing_id,amendment_id,filer_id,filer_last_name,filer_first_name,entity_code,form_type,firm_name,statement_firm,report_date,qualified_date,effective_date,is_alameda
1020118,0,1266035,Deputy Sheriffs' Association of Alameda County,nan,LEM,F602,nan,nan,2004-06-08,,2004-05-20,True
2538169,0,C27075,CITY OF ALAMEDA,nan,LEM,F602,nan,nan,2020-12-23,,2021-01-01,True
2116046,0,C27075,ALAMEDA; CITY OF,nan,LEM,F602,nan,nan,2016-12-30,,2017-01-01,True
2116046,0,C27075,ALAMEDA; CITY OF,nan,LEM,F602,nan,nan,2016-12-30,,2017-01-01,True
2538169,0,C27075,CITY OF ALAMEDA,nan,LEM,F602,nan,nan,2020-12-23,,2021-01-01,True
1389589,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2009-01-14,,2009-01-01,True
1389589,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2009-01-14,,2009-01-01,True
1556574,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2011-01-03,,2011-01-01,True
1556574,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2011-01-03,,2011-01-01,True
1746919,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2013-02-11,,2013-01-01,True
2115321,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2016-12-29,,2017-01-01,True
2996948,0,C00235,COUNTY OF ALAMEDA,nan,LEM,F602,nan,nan,2025-01-08,,2025-01-08,True
1654456,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2012-04-25,,2012-03-01,True
1654456,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2012-04-25,,2012-03-01,True
1401110,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2008-12-03,,2009-01-01,True
2767338,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2022-11-15,,2023-01-01,True
1555639,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2010-11-12,,2011-01-01,True
1555639,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2010-11-12,,2011-01-01,True
1222720,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT 'ZONE 7',nan,LEM,F602,nan,nan,2006-11-29,,2007-01-01,True
2541825,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
1925747,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2015-01-15,,2015-01-01,True
1739335,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2013-01-31,,2013-01-01,True
1739335,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2013-01-31,,2013-01-01,True
1752086,0,1255805,ALAMEDA COUNTY MEDICAL CENTER,nan,LEM,F602,nan,nan,2013-01-18,,2013-01-18,True
2436538,0,C27075,ALAMEDA; CITY OF,nan,LEM,F602,nan,nan,2020-01-22,,2020-01-22,True
2436538,0,C27075,ALAMEDA; CITY OF,nan,LEM,F602,nan,nan,2020-01-22,,2020-01-22,True
1464387,0,1324131,Alameda County Employees' Retirement Association,nan,LEM,F602,nan,nan,2010-02-01,,2010-02-01,True
2538169,0,C27075,CITY OF ALAMEDA,nan,LEM,F602,nan,nan,2020-12-23,,2021-01-01,True
2800633,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2022-12-31,,2023-01-01,True
1081905,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2005-01-31,,,True
2994527,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2025-01-01,,2025-01-01,True
2331962,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2018-12-31,,2019-01-01,True
2994527,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2025-01-01,,2025-01-01,True
2994527,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2025-01-01,,2025-01-01,True
2766399,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2022-12-22,,2023-01-01,True
1921294,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2014-11-06,,2015-01-01,True
1584703,0,1337672,RENTAL HOUSING ASSOCIATION OF NORTHERN ALAMEDA COUNTY,nan,LEM,F602,nan,nan,2011-04-03,,2011-04-01,True
2996948,0,C00235,COUNTY OF ALAMEDA,nan,LEM,F602,nan,nan,2025-01-08,,2025-01-08,True
2996948,0,C00235,COUNTY OF ALAMEDA,nan,LEM,F602,nan,nan,2025-01-08,,2025-01-08,True
1720764,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2012-12-27,,2013-01-01,True
2767338,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2022-11-15,,2023-01-01,True
2547689,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2020-12-01,,2021-01-01,True
2547689,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2020-12-01,,2021-01-01,True
1384440,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2008-11-19,,2009-01-01,True
747776,0,C00710,ALAMEDA-CONTRA COSTA TRANSIT DISTRICT,nan,LEM,F602,nan,nan,2000-12-31,,2001-01-01,True
2681034,0,1445202,CITY OF ALAMEDA HEALTH CARE DISTRICT,nan,LEM,F602,nan,nan,2022-01-14,,2022-01-01,True
2681034,0,1445202,CITY OF ALAMEDA HEALTH CARE DISTRICT,nan,LEM,F602,nan,nan,2022-01-14,,2022-01-01,True
1551408,0,1276637,ALAMEDA ALLIANCE FOR HEALTH,nan,LEM,F602,nan,nan,2010-12-18,,2011-01-01,True
2928829,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2024-07-02,,2024-05-12,True
2928829,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2024-07-02,,2024-05-12,True
2766399,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2022-12-22,,2023-01-01,True
2114317,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2016-11-10,,2017-01-01,True
2114317,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2016-11-10,,2017-01-01,True
1921294,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2014-11-06,,2015-01-01,True
1921294,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2014-11-06,,2015-01-01,True
1389589,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2009-01-14,,2009-01-01,True
1920322,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2014-12-23,,2015-01-01,True
1746919,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2013-02-11,,2013-01-01,True
1921768,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2014-12-30,,2015-01-01,True
1921768,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2014-12-30,,2015-01-01,True
1921768,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2014-12-30,,2015-01-01,True
2115229,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2016-11-28,,2017-01-01,True
2115229,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2016-11-28,,2017-01-01,True
1722184,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2012-11-08,,2013-01-01,True
1070233,0,1251727,ALAMEDA POWER & TELECOM,nan,LEM,F602,nan,nan,2005-01-05,,2005-01-01,True
3025179,0,C26001,Alameda County Water District,nan,LEM,F602,nan,nan,2024-12-10,,2025-01-01,True
1739335,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2013-01-31,,2013-01-01,True
1739335,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2013-01-31,,2013-01-01,True
747776,0,C00710,ALAMEDA-CONTRA COSTA TRANSIT DISTRICT,nan,LEM,F602,nan,nan,2000-12-31,,2001-01-01,True
1551408,0,1276637,ALAMEDA ALLIANCE FOR HEALTH,nan,LEM,F602,nan,nan,2010-12-18,,2011-01-01,True
1384290,0,1276637,ALAMEDA ALLIANCE FOR HEALTH,nan,LEM,F602,nan,nan,2008-12-18,,2009-01-01,True
1384290,0,1276637,ALAMEDA ALLIANCE FOR HEALTH,nan,LEM,F602,nan,nan,2008-12-18,,2009-01-01,True
696590,0,F00369,Alameda Corridor Transportation Authority,nan,LEM,F602,nan,nan,2000-12-11,,2000-12-04,True
696590,0,F00369,Alameda Corridor Transportation Authority,nan,LEM,F602,nan,nan,2000-12-11,,2000-12-04,True
1464387,0,1324131,Alameda County Employees' Retirement Association,nan,LEM,F602,nan,nan,2010-02-01,,2010-02-01,True
1464387,0,1324131,Alameda County Employees' Retirement Association,nan,LEM,F602,nan,nan,2010-02-01,,2010-02-01,True
1464387,0,1324131,Alameda County Employees' Retirement Association,nan,LEM,F602,nan,nan,2010-02-01,,2010-02-01,True
2116055,0,C00235,ALAMEDA; COUNTY OF,nan,LEM,F602,nan,nan,2016-12-30,,2017-01-01,True
2538169,0,C27075,CITY OF ALAMEDA,nan,LEM,F602,nan,nan,2020-12-23,,2021-01-01,True
2800633,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2022-12-31,,2023-01-01,True
2542264,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
1921294,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2014-11-06,,2015-01-01,True
1920322,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2014-12-23,,2015-01-01,True
2115321,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2016-12-29,,2017-01-01,True
2115321,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2016-12-29,,2017-01-01,True
2115321,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2016-12-29,,2017-01-01,True
2115321,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2016-12-29,,2017-01-01,True
2996948,0,C00235,COUNTY OF ALAMEDA,nan,LEM,F602,nan,nan,2025-01-08,,2025-01-08,True
2996948,0,C00235,COUNTY OF ALAMEDA,nan,LEM,F602,nan,nan,2025-01-08,,2025-01-08,True
1654456,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2012-04-25,,2012-03-01,True
2547689,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2020-12-01,,2021-01-01,True
2767338,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2022-11-15,,2023-01-01,True
1920229,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2014-11-11,,2015-01-01,True
1401110,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2008-12-03,,2009-01-01,True
2115229,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2016-11-28,,2017-01-01,True
1382194,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2008-11-19,,2009-01-01,True
1384440,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2008-11-19,,2009-01-01,True
1384440,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2008-11-19,,2009-01-01,True
1224488,0,1251727,ALAMEDA POWER & TELECOM,nan,LEM,F602,nan,nan,2006-12-26,,2007-01-01,True
1070233,0,1251727,ALAMEDA POWER & TELECOM,nan,LEM,F602,nan,nan,2005-01-05,,2005-01-01,True
1222720,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT 'ZONE 7',nan,LEM,F602,nan,nan,2006-11-29,,2007-01-01,True
2764258,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2022-12-29,,2023-01-01,True
1739335,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2013-01-31,,2013-01-01,True
1020118,0,1266035,Deputy Sheriffs' Association of Alameda County,nan,LEM,F602,nan,nan,2004-06-08,,2004-05-20,True
1020118,0,1266035,Deputy Sheriffs' Association of Alameda County,nan,LEM,F602,nan,nan,2004-06-08,,2004-05-20,True
2116046,0,C27075,ALAMEDA; CITY OF,nan,LEM,F602,nan,nan,2016-12-30,,2017-01-01,True
2116055,0,C00235,ALAMEDA; COUNTY OF,nan,LEM,F602,nan,nan,2016-12-30,,2017-01-01,True
2331072,0,C27075,CITY OF ALAMEDA,nan,LEM,F602,nan,nan,2018-12-31,,2019-01-01,True
2992552,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2024-12-31,,2025-01-01,True
2800633,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2022-12-31,,2023-01-01,True
1081905,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2005-01-31,,,True
2766399,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2022-12-22,,2023-01-01,True
1920322,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2014-12-23,,2015-01-01,True
2996948,0,C00235,COUNTY OF ALAMEDA,nan,LEM,F602,nan,nan,2025-01-08,,2025-01-08,True
1720764,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2012-12-27,,2013-01-01,True
1401110,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2008-12-03,,2009-01-01,True
1555639,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT,nan,LEM,F602,nan,nan,2010-11-12,,2011-01-01,True
1222720,0,1251859,ZONE 7 OF ALAMEDA COUNTY FLOOD CONTROL & WATER CONSERVATION DISTRICT 'ZONE 7',nan,LEM,F602,nan,nan,2006-11-29,,2007-01-01,True
2764258,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2022-12-29,,2023-01-01,True
2764258,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2022-12-29,,2023-01-01,True
2541824,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
2541824,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
2541824,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
1925747,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2015-01-15,,2015-01-01,True
2544616,0,C27075,ALAMEDA; CITY OF,nan,LEM,F602,nan,nan,2020-12-07,,2021-01-01,True
2544616,0,C27075,ALAMEDA; CITY OF,nan,LEM,F602,nan,nan,2020-12-07,,2021-01-01,True
1551408,0,1276637,ALAMEDA ALLIANCE FOR HEALTH,nan,LEM,F602,nan,nan,2010-12-18,,2011-01-01,True
1265952,0,1298036,ALAMEDA COMMUNITY LEARNING CENTER,nan,LEM,F602,nan,nan,2007-05-14,,2007-04-19,True
1265952,0,1298036,ALAMEDA COMMUNITY LEARNING CENTER,nan,LEM,F602,nan,nan,2007-05-14,,2007-04-19,True
1386881,0,1298036,ALAMEDA COMMUNITY LEARNING CENTER,nan,LEM,F602,nan,nan,2008-12-23,,2009-01-01,True
1265952,0,1298036,ALAMEDA COMMUNITY LEARNING CENTER,nan,LEM,F602,nan,nan,2007-05-14,,2007-04-19,True
1556574,0,C28290,ALAMEDA CORRIDOR-EAST CONSTRUCTION AUTHORITY,nan,LEM,F602,nan,nan,2011-01-03,,2011-01-01,True
1070137,0,C26545,ALAMEDA COUNTY FAIR,nan,LEM,F602,nan,nan,2005-01-03,,2005-01-01,True
1752086,0,1255805,ALAMEDA COUNTY MEDICAL CENTER,nan,LEM,F602,nan,nan,2013-01-18,,2013-01-18,True
1752086,0,1255805,ALAMEDA COUNTY MEDICAL CENTER,nan,LEM,F602,nan,nan,2013-01-18,,2013-01-18,True
1925747,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2015-01-15,,2015-01-01,True
2766399,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2022-12-22,,2023-01-01,True
1925747,0,C28209,ALAMEDA COUNTY OFFICE OF EDUCATION,nan,LEM,F602,nan,nan,2015-01-15,,2015-01-01,True
1923623,0,1334638,ALAMEDA COUNTY TRANSPORTATION COMMISSION,nan,LEM,F602,nan,nan,2014-11-13,,2015-01-01,True
2335376,0,1334638,ALAMEDA COUNTY TRANSPORTATION COMMISSION,nan,LEM,F602,nan,nan,2018-11-01,,2019-01-01,True
1746919,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2013-02-11,,2013-01-01,True
1385122,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2008-12-23,,2009-01-01,True
1553476,0,1250137,ALAMEDA COUNTY WASTE MANAGEMENT AUTHORITY,nan,LEM,F602,nan,nan,2010-12-22,,2011-01-01,True
2541824,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
1384440,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2008-11-19,,2009-01-01,True
2764258,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2022-12-29,,2023-01-01,True
2541825,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
2541825,0,C26001,ALAMEDA COUNTY WATER DISTRICT,nan,LEM,F602,nan,nan,2020-12-31,,2021-01-01,True
2114317,0,1255805,ALAMEDA HEALTH SYSTEM,nan,LEM,F602,nan,nan,2016-11-10,,2017-01-01,True
2992552,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2024-12-31,,2025-01-01,True
2800633,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2022-12-31,,2023-01-01,True
2800633,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2022-12-31,,2023-01-01,True
2992552,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2024-12-31,,2025-01-01,True
1921768,0,C27075,"ALAMEDA, CITY OF",nan,LEM,F602,nan,nan,2014-12-30,,2015-01-01,True
